"Boss","Counter","Type","Fast Attack","Charged Attack"
"Tyranitar","Poliwrath","Supreme","Bubble","Dynamic Punch"
"Tyranitar","Heracross","Good","Counter","Close Combat"
"Tyranitar","Primeape","Good","Counter","Close Combat"
"Tyranitar","Primeape","Good","Counter","Cross Chop"
"Tyranitar","Hitmonlee","Good","Rock Smash","Close Combat"
"Tyranitar","Hitmonlee","Good","Rock Smash","Brick Break"
"Tyranitar","Hitmonchan","Good","Counter","Close Combat"
"Tyranitar","Hitmonchan","Good","Counter","Brick Break"
"Tyranitar","Vaporeon","Tank","Water Gun","Hydro Pump"
"Tyranitar","Vaporeon","Tank","Water Gun","Aqua Tail"
"Tyranitar","Rhydon","Tank","Rock Smash","Earthquake"
"Tyranitar","Donphan","Tank","Counter","Earthquake"
"Tyranitar","Donphan","Tank","Counter","Play Rough"
"Tyranitar","Donphan","Tank","Counter","Heavy Slam"
"Articuno","Omastar","Supreme","Rock Throw","Rock Slide"
"Articuno","Omastar","Supreme","Rock Throw","Rock Blast"
"Articuno","Moltres","Supreme","Fire Spin","Overheat"
"Articuno","Flareon","Good","Fire Spin","Overheat"
"Articuno","Flareon","Good","Fire Spin","Flamethrower"
"Articuno","Tyranitar","Good","Bite","Stone Edge"
"Articuno","Tyranitar","Good","Iron Tail","Stone Edge"
"Articuno","Arcanine","Good","Fire Fang","Flamethrower"
"Articuno","Arcanine","Good","Fire Fang","Wild Charge"
"Articuno","Arcanine","Good","Fire Fang","Fire Blast"
"Articuno","Scizor","Good","Bullet Punch","Iron Head"
"Articuno","Starmie","Good","Water Gun","Power Gem"
"Articuno","Houndoom","Good","Fire Fang","Fire Blast"
"Articuno","Kabutops","Good","Mud Shot","Stone Edge"
"Articuno","Kabutops","Good","Mud Shot","Ancient Power"
"Articuno","Kabutops","Good","Fury Cutter","Stone Edge"
"Articuno","Kabutops","Good","Fury Cutter","Ancient Power"
"Articuno","Golem","Glass","Rock Throw","Stone Edge"
"Articuno","Golem","Glass","Rock Throw","Rock Blast"
"Articuno","Sudowoodo","Glass","Rock Throw","Rock Slide"
"Articuno","Sudowoodo","Glass","Rock Throw","Stone Edge"
"Articuno","Jolteon","Glass","Thunder Shock","Thunderbolt"
"Articuno","Jolteon","Glass","Thunder Shock","Discharge"
"Articuno","Magneton","Glass","Spark","Discharge"
"Articuno","Magneton","Glass","Spark","Magnet Bomb"
"Articuno","Magneton","Glass","Thunder Shock","Discharge"
"Articuno","Magneton","Glass","Thunder Shock","Magnet Bomb"
"Articuno","Charizard","Glass","Fire Spin","Overheat"
"Articuno","Charizard","Glass","Fire Spin","Flamethrower"
"Articuno","Zapdos","Glass","Charge Beam","Thunderbolt"
"Articuno","Zapdos","Glass","Charge Beam","Thunder"
"Articuno","Vaporeon","Tank","Water Gun","Hydro Pump"
"Articuno","Vaporeon","Tank","Water Gun","Aqua Tail"
"Zapdos","Golem","Supreme","Rock Throw","Stone Edge"
"Zapdos","Golem","Supreme","Rock Throw","Rock Blast"
"Zapdos","Tyranitar","Good","Bite","Stone Edge"
"Zapdos","Piloswine","Good","Ice Shard","Avalanche"
"Zapdos","Piloswine","Good","Powder Snow","Avalanche"
"Zapdos","Dragonite","Good","Dragon Breath","Dragon Claw"
"Zapdos","Dragonite","Good","Dragon Breath","Outrage"
"Zapdos","Dragonite","Good","Dragon Tail","Dragon Claw"
"Zapdos","Dragonite","Good","Dragon Tail","Outrage"
"Zapdos","Jynx","Glass","Frost Breath","Avalanche"
"Zapdos","Omastar","Glass","Rock Throw","Rock Slide"
"Zapdos","Omastar","Glass","Rock Throw","Rock Blast"
"Zapdos","Gengar","Glass","Shadow Claw","Shadow Ball"
"Zapdos","Gengar","Glass","Shadow Claw","Sludge Bomb"
"Zapdos","Rhydon","Tank","Mud Slap","Stone Edge"
"Moltres","Golem","Supreme","Rock Throw","Stone Edge"
"Moltres","Golem","Supreme","Rock Throw","Rock Blast"
"Moltres","Omastar","Supreme","Rock Throw","Rock Slide"
"Moltres","Omastar","Supreme","Rock Throw","Rock Blast"
"Moltres","Omastar","Supreme","Rock Throw","Hydro Pump"
"Moltres","Omastar","Supreme","Water Gun","Rock Slide"
"Moltres","Omastar","Supreme","Water Gun","Rock Blast"
"Moltres","Omastar","Supreme","Water Gun","Hydro Pump"
"Moltres","Tyranitar","Good","Bite","Stone Edge"
"Moltres","Vaporeon","Good","Water Gun","Hydro Pump"
"Moltres","Vaporeon","Good","Water Gun","Aqua Tail"
"Moltres","Gyarados","Good","Dragon Tail","Hydro Pump"
"Moltres","Gyarados","Good","Dragon Breath","Hydro Pump"
"Moltres","Gyarados","Good","Bite","Hydro Pump"
"Moltres","Dragonite","Good","Dragon Breath","Dragon Claw"
"Moltres","Dragonite","Good","Dragon Breath","Outrage"
"Moltres","Dragonite","Good","Dragon Breath","Hurricane"
"Moltres","Dragonite","Good","Dragon Tail","Dragon Claw"
"Moltres","Dragonite","Good","Dragon Tail","Outrage"
"Moltres","Dragonite","Good","Dragon Tail","Hurricane"
"Moltres","Kingdra","Good","Water Gun","Hydro Pump"
"Moltres","Kabutops","Good","Mud Shot","Stone Edge"
"Moltres","Kabutops","Good","Mud Shot","Ancient Power"
"Moltres","Kabutops","Good","Fury Cutter","Stone Edge"
"Moltres","Kabutops","Good","Fury Cutter","Ancient Power"
"Moltres","Sudowoodo","Glass","Rock Throw","Stone Edge"
"Moltres","Sudowoodo","Glass","Rock Throw","Rock Slide"
"Moltres","Jolteon","Glass","Thunder Shock","Thunderbolt"
"Moltres","Jolteon","Glass","Thunder Shock","Discharge"
"Moltres","Zapdos","Glass","Charge Beam","Thunderbolt"
"Moltres","Zapdos","Glass","Charge Beam","Thunder"
"Moltres","Starmie","Glass","Water Gun","Power Gem"
"Moltres","Starmie","Glass","Hidden Power","Power Gem"
"Mewtwo","Tyranitar","Supreme","Bite","Crunch"
"Mewtwo","Tyranitar","Supreme","Bite","Stone Edge"
"Mewtwo","Houndoom","Good","Snarl","Foul Play"
"Mewtwo","Scizor","Good","Fury Cutter","X-Scissor"
"Mewtwo","Pinsir","Good","Bug Bite","X-Scissor"
"Mewtwo","Pinsir","Good","Fury Cutter","X-Scissor"
"Mewtwo","Dragonite","Good","Dragon Breath","Dragon Claw"
"Mewtwo","Dragonite","Good","Dragon Breath","Outrage"
"Mewtwo","Dragonite","Good","Dragon Breath","Hurricane"
"Mewtwo","Dragonite","Good","Dragon Tail","Dragon Claw"
"Mewtwo","Dragonite","Good","Dragon Tail","Outrage"
"Mewtwo","Dragonite","Good","Dragon Tail","Hurricane"
"Mewtwo","Gyarados","Good","Bite","Hydro Pump"
"Mewtwo","Gyarados","Good","Bite","Crunch"
"Mewtwo","Gengar","Glass","Shadow Claw","Shadow Ball"
"Mewtwo","Gengar","Glass","Hex","Shadow Ball"
"Mewtwo","Gengar","Glass","Sucker Punch","Shadow Ball"
"Mew","Tyranitar","Supreme","Bite","Crunch"
"Mew","Tyranitar","Supreme","Bite","Stone Edge"
"Mew","Gengar","Supreme","Shadow Claw","Shadow Ball"
"Mew","Gengar","Supreme","Hex","Shadow Ball"
"Mew","Gengar","Supreme","Sucker Punch","Shadow Ball"
"Mew","Houndoom","Good","Snarl","Foul Play"
"Mew","Scizor","Good","Fury Cutter","X-Scissor"
"Mew","Pinsir","Good","Bug Bite","X-Scissor"
"Mew","Pinsir","Good","Fury Cutter","X-Scissor"
"Mew","Dragonite","Good","Dragon Breath","Dragon Claw"
"Mew","Dragonite","Good","Dragon Breath","Outrage"
"Mew","Dragonite","Good","Dragon Breath","Hurricane"
"Mew","Dragonite","Good","Dragon Tail","Dragon Claw"
"Mew","Dragonite","Good","Dragon Tail","Outrage"
"Mew","Dragonite","Good","Dragon Tail","Hurricane"
"Mew","Gyarados","Good","Bite","Hydro Pump"
"Mew","Gyarados","Good","Bite","Crunch"
"Raikou","Rhydon","Supreme","Mud Slap","Earthquake"
"Raikou","Golem","Good","Mud Slap","Earthquake"
"Raikou","Golem","Good","Mud Shot","Earthquake"
"Raikou","Golem","Good","Rock Throw","Earthquake"
"Raikou","Dragonite","Good","Dragon Tail","Outrage"
"Raikou","Dragonite","Good","Dragon Tail","Dragon Claw"
"Raikou","Dragonite","Good","Dragon Breath","Outrage"
"Raikou","Dragonite","Good","Dragon Breath","Dragon Claw"
"Raikou","Exeggutor","Good","Confusion","Solar Beam"
"Raikou","Exeggutor","Good","Extrasensory","Solar Beam"
"Raikou","Nidoking","Good","Fury Cutter","Earthquake"
"Raikou","Machamp","Glass","Counter","Dynamic Punch"
"Raikou","Machamp","Glass","Karate Chop","Dynamic Punch"
"Entei","Omastar","Supreme","Rock Throw","Rock Slide"
"Entei","Omastar","Supreme","Rock Throw","Rock Blast"
"Entei","Omastar","Supreme","Rock Throw","Hydro Pump"
"Entei","Omastar","Supreme","Water Gun","Rock Slide"
"Entei","Omastar","Supreme","Water Gun","Rock Blast"
"Entei","Omastar","Supreme","Water Gun","Hydro Pump"
"Entei","Vaporeon","Supreme","Water Gun","Aqua Tail"
"Entei","Vaporeon","Supreme","Hydro Pump","Aqua Tail"
"Entei","Golem","Good","Mud Slap","Stone Edge"
"Entei","Golem","Good","Mud Slap","Rock Blast"
"Entei","Golem","Good","Mud Slap","Earthquake"
"Entei","Golem","Good","Mud Shot","Stone Edge"
"Entei","Golem","Good","Mud Shot","Rock Blast"
"Entei","Golem","Good","Mud Shot","Earthquake"
"Entei","Golem","Good","Rock Throw","Stone Edge"
"Entei","Golem","Good","Rock Throw","Rock Blast"
"Entei","Golem","Good","Rock Throw","Earthquake"
"Entei","Rhydon","Good","Mud Slap","Stone Edge"
"Entei","Rhydon","Good","Mud Slap","Earthquake"
"Entei","Feraligatr","Good","Water Gun","Hydro Pump"
"Entei","Gyarados","Good","Bite","Hydro Pump"
"Entei","Gyarados","Good","Dragon Breath","Hydro Pump"
"Entei","Gyarados","Good","Dragon Tail","Hydro Pump"
"Entei","Dragonite","Good","Dragon Tail","Outrage"
"Entei","Dragonite","Good","Dragon Tail","Dragon Claw"
"Entei","Dragonite","Good","Dragon Tail","Hurricane"
"Entei","Dragonite","Good","Dragon Breath","Outrage"
"Entei","Dragonite","Good","Dragon Breath","Dragon Claw"
"Entei","Dragonite","Good","Dragon Breath","Hurricane"
"Entei","Kingdra","Good","Water Gun","Hydro Pump"
"Suicune","Venusaur","Supreme","Vine Whip","Solar Beam"
"Suicune","Venusaur","Supreme","Vine Whip","Petal Blizzard"
"Suicune","Venusaur","Supreme","Razor Leaf","Solar Beam"
"Suicune","Venusaur","Supreme","Razor Leaf","Petal Blizzard"
"Suicune","Exeggutor","Supreme","Confusion","Solar Beam"
"Suicune","Exeggutor","Supreme","Confusion","Seed Bomb"
"Suicune","Exeggutor","Supreme","Extrasensory","Solar Beam"
"Suicune","Exeggutor","Supreme","Extrasensory","Seed Bomb"
"Suicune","Exeggutor","Supreme","Bullet Seed","Solar Beam"
"Suicune","Exeggutor","Supreme","Bullet Seed","Seed Bomb"
"Suicune","Tangela","Good","Vine Whip","Grass Knot"
"Suicune","Tangela","Good","Vine Whip","Power Whip"
"Suicune","Tangela","Good","Solar Beam","Grass Knot"
"Suicune","Tangela","Good","Solar Beam","Power Whip"
"Suicune","Jolteon","Good","Thunder Shock","Thunderbolt"
"Suicune","Jolteon","Good","Thunder Shock","Discharge"
"Suicune","Victreebel","Good","Razor Leaf","Leaf Blade"
"Suicune","Victreebel","Good","Razor Leaf","Solar Beam"
"Suicune","Vileplume","Good","Razor Leaf","Solar Beam"
"Suicune","Vileplume","Good","Razor Leaf","Petal Blizzard"
"Suicune","Dragonite","Tank","Dragon Tail","Outrage"
"Suicune","Dragonite","Tank","Dragon Tail","Dragon Claw"
"Suicune","Dragonite","Tank","Dragon Tail","Hurricane"
"Suicune","Dragonite","Tank","Dragon Breath","Outrage"
"Suicune","Dragonite","Tank","Dragon Breath","Dragon Claw"
"Suicune","Dragonite","Tank","Dragon Breath","Hurricane"
"Lugia","Tyranitar","Supreme","Bite","Stone Edge"
"Lugia","Tyranitar","Supreme","Bite","Crunch"
"Lugia","Zapdos","Supreme","Charge Beam","Thunderbolt"
"Lugia","Zapdos","Supreme","Charge Beam","Thunder"
"Lugia","Gyarados","Good","Bite","Crunch"
"Lugia","Gyarados","Good","Bite","Hydro Pump"
"Lugia","Omastar","Good","Rock Throw","Rock Slide"
"Lugia","Omastar","Good","Rock Throw","Rock Blast"
"Lugia","Omastar","Good","Water Gun","Rock Slide"
"Lugia","Omastar","Good","Water Gun","Rock Blast"
"Lugia","Jolteon","Good","Thunder Shock","Thunderbolt"
"Lugia","Jolteon","Good","Thunder Shock","Discharge"
"Lugia","Magneton","Good","Thunder Shock","Discharge"
"Lugia","Magneton","Good","Thunder Shock","Zap Cannon"
"Lugia","Magneton","Good","Spark","Discharge"
"Lugia","Magneton","Good","Spark","Zap Cannon"
"Lugia","Dragonite","Good","Dragon Tail","Dragon Claw"
"Lugia","Dragonite","Good","Dragon Tail","Outrage"
"Lugia","Dragonite","Good","Dragon Tail","Hurricane"
"Lugia","Dragonite","Good","Dragon Breath","Dragon Claw"
"Lugia","Dragonite","Good","Dragon Breath","Outrage"
"Lugia","Dragonite","Good","Dragon Breath","Hurricane"
"Lugia","Golem","Good","Rock Throw","Stone Edge"
"Lugia","Golem","Good","Rock Throw","Rock Blast"
"Lugia","Gengar","Glass","Shadow Claw","Shadow Ball"
"Lugia","Gengar","Glass","Sucker Punch","Shadow Ball"
"Lugia","Gengar","Glass","Hex","Shadow Ball"
"Lugia","Jynx","Glass","Frost Breath","Avalanche"
"Lugia","Houndoom","Glass","Snarl","Foul Play"
"Lugia","Lapras","Tank","Frost Breath","Ice Beam"
"Lugia","Lapras","Tank","Frost Breath","Blizzard"
"Lugia","Lapras","Tank","Ice Shard","Ice Beam"
"Lugia","Lapras","Tank","Ice Shard","Blizzard"
"Lugia","Articuno","Tank","Frost Breath","Blizzard"
"Lugia","Articuno","Tank","Frost Breath","Ice Beam"
"Ho-Oh","Omastar","Supreme","Rock Throw","Rock Slide"
"Ho-Oh","Omastar","Supreme","Rock Throw","Rock Blast"
"Ho-Oh","Omastar","Supreme","Rock Throw","Hydro Pump"
"Ho-Oh","Omastar","Supreme","Water Gun","Rock Slide"
"Ho-Oh","Omastar","Supreme","Water Gun","Rock Blast"
"Ho-Oh","Omastar","Supreme","Water Gun","Hydro Pump"
"Ho-Oh","Golem","Supreme","Rock Throw","Stone Edge"
"Ho-Oh","Golem","Supreme","Rock Throw","Rock Blast"
"Ho-Oh","Tyranitar","Good","Bite","Stone Edge"
"Ho-Oh","Vaporeon","Good","Water Gun","Hydro Pump"
"Ho-Oh","Vaporeon","Good","Water Gun","Aqua Tail"
"Ho-Oh","Gyarados","Good","Bite","Hydro Pump"
"Ho-Oh","Gyarados","Good","Dragon Breath","Hydro Pump"
"Ho-Oh","Gyarados","Good","Dragon Tail","Hydro Pump"
"Ho-Oh","Sudowoodo","Glass","Rock Throw","Rock Slide"
"Ho-Oh","Sudowoodo","Glass","Rock Throw","Stone Edge"
"Ho-Oh","Jolteon","Glass","Thunder Shock","Thunderbolt"
"Ho-Oh","Jolteon","Glass","Thunder Shock","Discharge"
"Ho-Oh","Starmie","Glass","Water Gun","Power Gem"
"Ho-Oh","Starmie","Glass","Hidden Power","Power Gem"
"Celebi","Scizor","Supreme","Fury Cutter","X-Scissor"
"Celebi","Scizor","Supreme","Bullet Punch","X-Scissor"
"Celebi","Pinsir","Supreme","Bug Bite","X-Scissor"
"Celebi","Pinsir","Supreme","Fury Cutter","X-Scissor"
"Celebi","Tyranitar","Good","Bite","Crunch"
"Celebi","Tyranitar","Good","Bite","Stone Edge"
"Celebi","Tyranitar","Good","Bite","Fire Blast"
"Celebi","Flareon","Good","Fire Spin","Overheat"
"Celebi","Flareon","Good","Fire Spin","Flamethrower"
"Celebi","Arcanine","Good","Fire Fang","Flamethrower"
"Celebi","Arcanine","Good","Bite","Flamethrower"
"Celebi","Arcanine","Good","Snarl","Flamethrower"
"Celebi","Houndoom","Good","Fire Fang","Foul Play"
"Celebi","Houndoom","Good","Bite","Foul Play"
"Celebi","Charizard","Good","Fire Spin","Overheat"
"Celebi","Charizard","Good","Fire Spin","Flamethrower"
"Celebi","Charizard","Good","Wing Attack","Overheat"
"Celebi","Charizard","Good","Wing Attack","Flamethrower"
"Celebi","Jynx","Good","Frost Breath","Avalanche"
"Celebi","Gengar","Glass","Shadow Ball","Shadow Ball"
"Celebi","Gengar","Glass","Shadow Ball","Sludge Bomb"
"Celebi","Gengar","Glass","Hex","Shadow Ball"
"Celebi","Gengar","Glass","Hex","Sludge Bomb"
"Celebi","Gengar","Glass","Sucker Punch","Shadow Ball"
"Celebi","Gengar","Glass","Sucker Punch","Sludge Bomb"
"Celebi","Venomoth","Glass","Bug Bite","Bug Buzz"
"Celebi","Heracross","Glass","Struggle Bug","Megahorn"
